,name,batch,2021,2020,2019,2018,2017,2016,2015
762,陕西中医药大学,本科一批,69571,69571,69571,69571,69571,69571,69571
763,汕头大学,本科一批,46947,55355,30538,28227,26681,23657,22707
764,商洛学院,本科二批,187565,174394,179660,180543,153391,150006,150006
765,商丘工学院,本科二批,269968,259953,260916,246011,230381,230381,230381
766,商丘师范学院,本科二批,165585,161609,168910,169476,158692,148755,148755
767,商丘学院,本科二批,254608,253224,259513,243429,220481,220481,220481
768,上海财经大学,本科一批,6374,5753,31251,2000,1932,1909,1912
769,上海财经大学浙江学院,本科二批,201854,172921,171994,170826,171775,171775,171775
770,上海大学,本科一批,13845,12897,12015,11400,11306,11908,13222
771,上海第二工业大学,本科二批,99984,84489,82193,79734,77638,70854,65220
772,上海第二工业大学,本科一批,48861,46111,46572,47211,49710,55755,55755
773,上海电机学院,本科一批,99984,55355,55105,57808,51363,49591,43618
774,上海电力大学,本科一批,34265,33477,36336,40745,42570,45451,45451
775,上海对外经贸大学,本科一批,68314,29485,25787,24624,20210,18866,19945
776,上海工程技术大学,本科一批,54949,59698,37129,36312,35233,35978,36982
777,上海海关学院,本科一批,35077,33477,34124,34113,34113,34113,34113
778,上海海事大学,本科一批,42114,37744,40404,32759,29156,29092,28940
779,上海海洋大学,本科一批,40304,38611,42168,53254,42570,41335,40216
780,上海建桥学院,本科二批,282125,276885,242062,230105,230381,230381,230381
781,上海健康医学院,本科一批,85633,75906,83314,96023,96023,96023,96023
782,上海交通大学,本科一批,203,197,194,207,336,150,169
783,上海交通大学医学院,本科一批,286,335,248,319,447,447,447
784,上海理工大学,本科一批,28854,27221,26424,24624,22210,23072,22707
785,上海立达学院,本科二批,287920,285539,285539,285539,285539,285539,285539
786,上海立信会计金融学院,本科二批,86942,74766,78652,61702,57297,48733,42781
787,上海立信会计金融学院,本科一批,101319,34290,27764,28843,23318,22540,23903
788,上海杉达学院,本科二批,266965,279339,237441,216449,213090,213090,213090
789,上海商学院,本科二批,104040,92191,81012,77679,67539,56631,55771
790,上海师范大学,本科一批,43977,35994,34124,31384,31818,33816,33947
791,上海师范大学天华学院,本科二批,260851,241022,244999,223403,222903,222903,222903
792,上海视觉艺术学院,本科二批,170142,126208,108397,117903,128280,138336,138336
793,上海体育学院,本科一批,70771,87025,87025,87025,87025,87025,87025
794,上海外国语大学,本科一批,10919,11903,14629,6498,5925,6585,6917
795,上海外国语大学贤达经济人文学院,本科二批,283600,284340,276546,244748,213090,213090,213090
796,上海戏剧学院,本科一批,48861,33844,50411,59871,59871,59871,59871
797,上海兴伟学院,本科二批,286455,285539,276546,260091,259120,259120,259120
798,上海应用技术大学,本科一批,70771,54281,48470,51463,54663,63017,63017
799,上海政法学院,本科一批,41207,39525,41266,38484,38770,40557,41066
800,上海中侨职业技术大学,本科二批,283600,283600,283600,283600,283600,283600,283600
801,上海中医药大学,本科一批,28854,27221,25787,44734,35233,23657,24496
802,上饶师范学院,本科二批,165585,158828,164407,165288,171775,159073,159073
803,韶关学院,本科二批,125339,131782,136160,147736,133484,134428,134428
804,邵阳学院,本科二批,126766,126208,134658,121682,147954,114216,114216
805,绍兴文理学院,本科二批,116712,116385,111061,110417,103612,99611,99611
806,绍兴文理学院元培学院,本科二批,249868,257231,258045,254917,230381,230381,230381
807,深圳大学,本科一批,16706,17857,12858,13715,13936,15596,17326
808,深圳技术大学,本科一批,36819,33477,37129,37129,37129,37129,37129
809,沈阳城市建设学院,本科二批,277505,278111,273805,254917,246709,246709,246709
810,沈阳城市学院,本科二批,277505,270424,272463,254917,235169,235169,235169
811,沈阳大学,本科二批,123956,110870,111061,107979,109551,88055,82619
812,沈阳工程学院,本科二批,168671,117811,120507,119108,109551,104424,104424
813,沈阳工学院,本科二批,274530,273118,266754,253689,234011,234011,234011
814,沈阳工业大学,本科二批,121053,109540,104489,105524,97599,160352,66329
815,沈阳工业大学,本科一批,54949,53210,55105,52387,47284,44640,38616
816,沈阳航空航天大学,本科二批,112446,102795,103209,109212,81919,71835,67428
817,沈阳航空航天大学,本科一批,51895,50132,53206,55062,71482,29719,28940
818,沈阳化工大学,本科二批,297990,109540,111061,112929,108360,104424,80151
819,沈阳建筑大学,本科一批,74466,75906,94355,56901,49710,46232,44499
820,沈阳科技学院,本科二批,276009,273118,271093,256196,240880,240880,240880
821,沈阳理工大学,本科二批,131200,100103,95599,98319,88395,79105,69728
822,沈阳理工大学,本科一批,63644,57472,55105,51463,49710,47851,48104
823,沈阳农业大学,本科一批,101319,90901,93105,77679,73470,68889,80151
824,沈阳师范大学,本科二批,145875,123435,134658,115409,124488,111724,111724
825,沈阳体育学院,本科二批,171656,175789,182812,205421,156110,152681,152681
826,沈阳药科大学,本科一批,63644,64188,83314,88287,52168,32459,33947
827,沈阳医学院,本科二批,150381,102795,152213,94885,107188,69854,61992
828,石河子大学,本科一批,54949,59698,62311,56901,55546,49591,50008
829,石家庄铁道大学,本科一批,53926,50132,51294,49758,46474,37460,35398
830,石家庄铁道大学四方学院,本科二批,203404,195845,198658,184787,174435,174435,174435
831,石家庄学院,本科二批,154848,144698,149279,135954,134821,137044,137044
832,首都经济贸易大学,本科一批,31136,38611,19684,16314,14743,13858,14537
833,首都师范大学,本科一批,25941,22276,20281,22847,24410,25354,25738
834,首都师范大学科德学院,本科二批,292189,273118,273118,273118,273118,273118,273118
835,首都体育学院,本科二批,121053,109540,109722,117903,98741,107956,107956
836,首都医科大学,本科一批,16706,9653,4241,7828,7147,8840,5915
837,四川传媒学院,本科二批,208283,185784,189057,202671,202671,202671,202671
838,四川大学,本科一批,6374,6356,6877,5559,6655,6585,7172
839,四川大学锦城学院,本科二批,297990,170132,162953,165288,166587,166587,166587
840,四川大学锦江学院,本科二批,201854,200016,181267,176425,170472,170472,170472
841,四川电影电视学院,本科二批,198637,207250,220514,220635,197820,197820,197820
842,四川工商学院,本科二批,201854,191461,184336,186172,186140,186140,186140
843,四川工业科技学院,本科二批,225988,227021,220514,224743,231585,231585,231585
844,四川警察学院,本科二批,126766,134593,134593,134593,134593,134593,134593
845,四川旅游学院,本科二批,164055,144698,146428,134604,133484,138336,138336
846,四川美术学院,本科二批,102673,112214,69714,77679,88395,90348,90348
847,四川农业大学,本科一批,34265,36876,42168,39974,42570,42986,44499
848,四川轻化工大学,本科二批,106846,108151,115107,105524,94127,90348,83871
849,四川轻化工大学,本科一批,74466,78357,96807,96807,96807,96807,96807
850,四川师范大学,本科一批,44925,44162,45612,46358,51363,63017,63017
851,四川外国语大学,本科一批,46947,53210,35574,29486,27863,30395,29617
852,四川外国语大学成都学院,本科二批,195410,208687,152213,151756,153391,153391,153391
853,四川文化艺术学院,本科二批,256159,257231,249416,251170,251170,251170,251170
854,四川文理学院,本科二批,197054,138907,137646,134604,124488,129271,129271
855,苏州城市学院,本科二批,126766,157359,159888,165288,170472,170472,170472
856,苏州大学,本科一批,13845,14443,13279,12100,14358,12323,12809
857,苏州大学应用技术学院,本科二批,195410,191461,190661,191652,197820,197820,197820
858,苏州科技大学,本科一批,42114,40431,41266,41539,44856,46232,44499
859,苏州科技大学天平学院,本科二批,189083,191461,193825,201281,238587,238587,238587
860,宿迁学院,本科二批,151865,168670,225127,236908,236908,236908,236908
861,宿州学院,本科二批,216337,158828,161404,162553,160061,146130,146130
862,绥化学院,本科二批,192193,185784,193825,179170,161415,156507,156507
863,塔里木大学,本科二批,237132,192920,192243,191652,167915,160352,160352
864,塔里木大学,本科一批,112446,112446,112446,112446,112446,112446,112446
865,台州学院,本科二批,123956,119222,123275,125497,107188,99611,99611
866,太原工业学院,本科二批,141361,120651,121907,119108,108360,107956,107956
867,太原科技大学,本科二批,115307,102795,101963,103118,90665,88055,76618
868,太原科技大学,本科一批,76893,74766,75279,66544,56437,53090,50008
869,太原理工大学,本科一批,25226,25056,28476,25200,25007,24758,23903
870,太原师范学院,本科二批,128279,127600,134658,131966,127030,130602,130602
871,太原学院,本科二批,147350,138907,141960,142492,134821,131857,131857
872,泰山科技学院,本科二批,262361,253224,280520,198558,195300,195300,195300
873,泰山学院,本科二批,156390,148936,152213,149103,147954,153953,153953
874,泰州学院,本科二批,154848,146141,153726,154476,154750,160352,160352
875,唐山师范学院,本科二批,187565,181490,181267,170826,158692,155209,155209
876,唐山学院,本科二批,165585,144698,146428,135954,132176,161742,161742
877,天津财经大学,本科一批,98686,35130,32636,32759,27258,21414,21030
878,天津财经大学珠江学院,本科二批,248295,221408,214312,210923,184879,184879,184879
879,天津城建大学,本科二批,126766,110870,104489,104362,96438,84704,74303
880,天津大学,本科一批,4022,4594,4436,4329,4917,4654,4234
881,天津工业大学,本科一批,28854,30260,31251,32759,34502,34544,33222
882,天津科技大学,本科一批,51895,49113,43868,44734,43306,38238,36982
883,天津理工大学,本科二批,106846,94834,88287,56631,51955,51955,51955
884,天津理工大学,本科一批,43977,44162,53206,32759,31818,31071,31055
885,天津理工大学中环信息学院,本科二批,240321,229756,228295,216449,209343,209343,209343
886,天津农学院,本科二批,174842,133199,130391,125497,113302,115431,115431
887,天津仁爱学院,本科二批,296564,227021,229909,201281,192768,192768,192768
888,天津商业大学,本科二批,156390,130372,98319,97599,74886,67428,67428
889,天津商业大学,本科一批,67119,66467,82193,50647,44856,40557,39373
890,天津商业大学宝德学院,本科二批,243532,245038,249416,252414,196567,196567,196567
891,天津师范大学,本科一批,43977,42274,45612,37772,38770,39011,39373
892,天津体育学院,本科二批,137053,133199,136160,141173,130905,131857,131857
893,天津天狮学院,本科二批,257747,251828,243516,232837,229133,229133,229133
894,天津外国语大学,本科一批,58092,38611,37129,34859,33135,29092,28940
895,天津外国语大学滨海外事学院,本科二批,217907,220020,218977,190262,175678,175678,175678
896,天津医科大学,本科一批,13845,16139,20850,12100,6906,9806,8065
897,天津医科大学临床医学院,本科二批,211482,157359,141960,131966,162718,162718,162718
898,天津职业技术师范大学,本科二批,148869,114968,109722,117903,115820,117948,117948
899,天津中德应用技术大学,本科二批,147350,143264,149279,155853,162718,162718,162718
900,天津中医药大学,本科一批,50842,56402,81012,37772,26681,27217,20472
901,天水师范学院,本科二批,274530,161609,171994,170826,180995,157809,157809
902,通化师范学院,本科二批,190631,184345,185877,186172,169165,159073,159073
903,同济大学,本科一批,1730,1521,1275,1386,1417,1498,1368
904,铜陵学院,本科二批,284988,135998,139124,139883,118247,116656,116656
905,铜仁学院,本科二批,171656,179984,190661,176425,166587,163055,163055
906,皖江工学院,本科二批,257747,250424,243516,263895,187480,187480,187480
907,皖南医学院,本科二批,64821,61893,64379,65570,158692,58360,64177
908,潍坊科技学院,本科二批,245065,270424,212792,197157,171775,171775,171775
909,潍坊学院,本科二批,257747,134593,133227,130659,121994,121631,121631
910,潍坊医学院,本科二批,85633,116385,86875,90484,170472,59235,54810
911,渭南师范学院,本科二批,156390,158828,173485,173485,173485,173485,173485
912,温州大学,本科二批,97392,94834,82193,72572,70430,62030,55771
913,温州肯恩大学,本科一批,111038,102795,58817,59092,62030,55771,55771
914,温州理工学院,本科二批,159463,227021,238977,243429,222903,222903,222903
915,温州商学院,本科二批,273082,271775,271093,257477,239708,239708,239708
916,温州医科大学,本科一批,54949,53210,32636,49758,47284,27217,22707
917,温州医科大学仁济学院,本科二批,217907,205778,200217,201281,187480,187480,187480
918,文华学院,本科二批,222771,188599,187430,183409,176960,176960,176960
919,文山学院,本科二批,192193,195845,193825,199851,155209,155209,155209
920,无锡太湖学院,本科二批,227590,235408,234488,247294,190199,190199,190199
921,无锡学院,本科二批,142881,184345,187430,202671,152038,152038,152038
922,梧州学院,本科二批,156390,150331,155299,157199,147954,151353,151353
923,五邑大学,本科二批,116712,105494,105793,114177,94127,92622,92622
924,武昌工学院,本科二批,227590,227021,204917,197157,191494,191494,191494
925,武昌理工学院,本科二批,216337,210109,204917,187538,171775,171775,171775
926,武昌首义学院,本科二批,221117,182908,181267,176425,170472,170472,170472
927,武汉城市学院,本科二批,297990,165842,156834,159838,158692,158692,158692
928,武汉大学,本科一批,3618,4347,4241,3421,16897,3313,3346
929,武汉东湖学院,本科二批,289382,212907,197053,198558,171775,171965,171965
930,武汉纺织大学,本科一批,64821,55355,53206,56901,61855,70854,70854
931,武汉纺织大学外经贸学院,本科二批,276009,232685,222067,236908,194034,194034,194034
932,武汉工程大学,本科一批,39420,40431,40404,39257,41026,40557,41066
933,武汉工程大学邮电与信息工程学院,本科二批,233927,195845,193825,194502,195300,195300,195300
934,武汉工程科技学院,本科二批,289382,200016,208112,213704,197820,197820,197820
935,武汉工商学院,本科二批,256159,241022,206509,209576,195300,195300,195300
936,武汉华夏理工学院,本科二批,238693,205778,203316,202671,190199,190199,190199
937,武汉科技大学,本科一批,32664,34290,31945,31384,26681,26585,25738
938,武汉理工大学,本科一批,15229,15517,14189,13303,13161,12323,12381
939,武汉轻工大学,本科二批,102673,94834,83314,82846,79696,68889,61992
940,武汉晴川学院,本科二批,221117,220020,222067,186172,178298,178298,178298
941,武汉商学院,本科二批,113880,109540,107111,109212,108360,104424,104424
942,武汉设计工程学院,本科二批,246717,228392,220514,212276,208011,208011,208011
943,武汉生物工程学院,本科二批,209890,210109,182812,183409,179649,179649,179649
944,武汉体育学院,本科二批,128279,131782,127545,125497,120745,120398,120398
945,武汉体育学院体育科技学院,本科二批,246717,242386,263856,263856,263856,263856,263856
946,武汉文理学院,本科二批,213085,214321,218977,220635,197820,197820,197820
947,武汉学院,本科二批,225988,198608,192243,188928,187480,187480,187480
948,武夷学院,本科二批,181262,153171,156834,158555,134821,133138,133138
949,西安财经大学,本科二批,86942,84489,84432,87208,80816,57486,51955
950,西安财经大学,本科一批,60300,68843,68843,68843,68843,68843,68843
951,西安财经大学行知学院,本科二批,222771,215801,212792,216449,195300,195300,195300
952,西安电子科技大学,本科一批,8421,8491,8715,9354,10654,10122,10915
953,西安翻译学院,本科二批,265432,241022,237441,248595,214356,214356,214356
954,西安工程大学,本科一批,63644,50132,48470,45525,45681,46232,41898
955,西安工商学院,本科二批,262361,263849,280520,226120,215567,223267,223267
956,西安工业大学,本科一批,40304,36876,35574,35578,34502,35224,34642
957,西安航空学院,本科二批,123956,113569,113728,106733,96438,86948,81363
958,西安建筑科技大学,本科一批,39420,45122,31945,28843,27258,30395,28940
959,西安建筑科技大学华清学院,本科二批,225988,229756,204917,187538,183594,183594,183594
960,西安交通大学,本科一批,2928,2546,2783,1863,2030,2018,1912
961,西安交通大学城市学院,本科二批,200256,187213,173485,166668,160061,160061,160061
962,西安交通工程学院,本科二批,241940,220020,223648,213704,215567,215567,215567
963,西安科技大学,本科一批,43027,35994,34852,33449,29805,29719,29617
964,西安科技大学高新学院,本科二批,246717,258623,246460,202671,208011,208011,208011
965,西安理工大学,本科一批,31893,32658,33407,34113,28512,27849,26321
966,西安理工大学高科学院,本科二批,229192,234014,240565,216449,208011,208011,208011
967,西安明德理工学院,本科二批,279013,246379,193825,181968,183594,183594,183594
968,西安欧亚学院,本科二批,273082,250424,243516,232837,214356,214356,214356
969,西安培华学院,本科二批,217907,212907,218977,223403,219274,219274,219274
970,西安汽车职业大学,本科二批,276009,271775,280520,280520,280520,280520,280520
971,西安石油大学,本科一批,51895,47088,49387,49758,46474,45451,41066
972,西安思源学院,本科二批,245065,235408,231433,231510,227874,227874,227874
973,西安外国语大学,本科一批,34265,33477,41266,27041,25007,27849,27001
974,西安外事学院,本科二批,241940,239641,242062,244748,211839,211839,211839
975,西安文理学院,本科二批,118136,105494,108397,106733,90665,85827,76618
976,西安信息职业大学,本科二批,271535,266534,277885,277885,277885,277885,277885
977,西安医学院,本科一批,46947,54281,54281,54281,54281,54281,54281
978,西安邮电大学,本科一批,30319,29485,28476,29486,27863,28432,27645
979,西北大学,本科一批,16706,16698,16048,16314,16897,16498,17326
980,西北工业大学,本科一批,5586,6356,7457,6000,6157,5827,6391
981,西北民族大学,本科二批,132697,124788,119172,120408,112073,109175,109175
982,西北民族大学,本科一批,52925,64188,64188,64188,64188,64188,64188
983,西北农林科技大学,本科一批,25226,25751,27095,27041,25533,24758,25115
984,西北师范大学,本科二批,119572,104116,100680,106733,92959,99611,99611
985,西北师范大学,本科一批,63644,60827,64379,85035,85035,85035,85035
986,西北政法大学,本科一批,22560,25056,25153,25200,25007,26585,26321
987,西藏大学,本科二批,116712,117811,124682,119108,120745,139691,139691
988,西藏民族大学,本科二批,148869,141799,162953,134604,132176,106749,106749
989,西藏民族大学,本科一批,76893,76893,76893,76893,76893,76893,76893
990,西藏农牧学院,本科二批,214734,214321,209699,198558,261217,261217,261217
991,西昌学院,本科二批,160983,161609,168910,169476,175678,157809,157809
992,西华大学,本科一批,49827,46111,49387,48886,52986,60196,60196
993,西华师范大学,本科一批,81978,85729,104489,104489,104489,104489,104489
994,西交利物浦大学,本科一批,74466,106820,47211,78633,53090,46332,46332
995,西京学院,本科二批,233927,231205,235936,240874,211839,211839,211839
996,西南财经大学,本科一批,13376,14443,18059,9354,11681,8272,8640
997,西南财经大学天府学院,本科二批,203404,198608,187430,170826,162718,162718,162718
998,西南大学,本科一批,17797,19649,16510,21709,18740,20370,21585
999,西南交通大学,本科一批,16706,14936,18059,20067,13161,13116,12809
1000,西南交通大学希望学院,本科二批,182785,174394,146428,197157,184879,184879,184879
1001,西南科技大学,本科一批,53926,50132,49387,48043,48116,46232,43618
1002,西南科技大学城市学院,本科二批,253042,271775,212792,212276,192768,192768,192768
1003,西南林业大学,本科二批,147350,116385,120507,112929,109551,111724,111724
1004,西南民族大学,本科二批,104040,100103,90542,85035,80816,80251,85077
1005,西南民族大学,本科一批,51895,49113,53206,45525,49710,59235,59235
1006,西南石油大学,本科一批,38526,39525,43018,43915,48116,48733,59871
1007,西南医科大学,本科二批,118136,141799,61992,61992,61992,61992,61992
1008,西南医科大学,本科一批,37676,34290,38753,39257,38770,41335,41335
1009,西南政法大学,本科一批,18358,22973,25153,17669,16897,21975,22155
1010,咸阳师范学院,本科二批,137053,133199,139124,134604,130905,130602,130602
1011,湘南学院,本科二批,118136,117811,121907,134604,120745,119224,119224
1012,湘潭大学,本科一批,37676,42274,76393,31384,29805,29719,29617
1013,湘潭大学兴湘学院,本科二批,200256,205778,192243,183409,179649,179649,179649
1014,湘潭理工学院,本科二批,248295,280614,203316,191652,191494,191494,191494
1015,忻州师范学院,本科二批,189083,160203,164407,169476,154750,153953,153953
1016,新疆财经大学,本科二批,233927,147501,143428,177786,97599,99611,99611
1017,新疆大学,本科一批,43027,50132,55105,55962,66578,59235,57764
1018,新疆第二医学院,本科二批,134151,174394,192243,204059,188865,188865,188865
1019,新疆工程学院,本科二批,251493,192920,198658,187538,174435,159073,159073
1020,新疆科技学院,本科二批,208283,214321,259513,243429,220481,220481,220481
1021,新疆理工学院,本科二批,206643,210109,280520,215061,214356,214356,214356
1022,新疆农业大学,本科二批,203404,168670,171994,157199,145330,144846,144846
1023,新疆师范大学,本科二批,182785,157359,153726,145144,145330,146130,146130
1024,新疆天山职业技术大学,本科二批,257747,273118,273118,273118,273118,273118,273118
1025,新疆医科大学,本科二批,131200,138907,117785,120408,119499,75897,59871
1026,新疆医科大学,本科一批,69571,84489,59191,83888,19731,23072,15885
1027,新疆艺术学院,本科二批,254608,163055,163055,163055,163055,163055,163055
1028,新疆政法学院,本科二批,208283,259953,259953,259953,259953,259953,259953
1029,新乡学院,本科二批,193798,171454,175024,166668,153391,146130,146130
1030,新乡学院,本科一批,111038,110870,110870,110870,110870,110870,110870
1031,新乡医学院,本科一批,85633,68843,67572,58817,61855,33120,31055
1032,新乡医学院三全学院,本科二批,216337,207250,206509,209576,179649,179649,179649
1033,新余学院,本科二批,162483,143264,143428,134604,129580,133138,133138
1034,信阳农林学院,本科二批,195410,187213,192243,184787,174435,161742,161742
1035,信阳师范学院,本科二批,132697,120651,120507,117903,118247,120398,120398
1036,信阳师范学院,本科一批,86942,83217,89282,89282,89282,89282,89282
1037,信阳学院,本科二批,235515,241022,247892,238242,215567,215567,215567
1038,邢台学院,本科二批,170142,146141,155299,150408,137486,142305,142305
1039,兴义民族师范学院,本科二批,198637,178596,185877,184787,169165,163055,163055
1040,徐州工程学院,本科二批,148869,124788,124682,126800,112073,109175,109175
1041,徐州医科大学,本科一批,52925,46111,25787,57808,57808,57808,57808
1042,许昌学院,本科二批,170142,157359,161404,162553,152038,146130,146130
1043,烟台大学,本科二批,108202,98716,91816,85035,80816,63017,53890
1044,烟台理工学院,本科二批,297990,214321,215808,216449,199075,207954,207954
1045,烟台南山学院,本科二批,227590,222839,212792,199851,195300,195300,195300
1046,延安大学,本科二批,122496,116385,111061,109212,109551,85827,85827
1047,延安大学西安创新学院,本科二批,259330,276885,228295,222040,208011,208011,208011
1048,延边大学,本科一批,37676,40431,45612,60743,26093,30395,27645
1049,盐城工学院,本科二批,293683,122058,121907,114177,107188,105618,105618
1050,盐城师范学院,本科二批,134151,138907,141960,133310,128280,130602,130602
1051,燕京理工学院,本科二批,238693,229756,212792,201281,201626,201626,201626
1052,燕山大学,本科一批,35958,37744,40404,27642,28512,25354,25115
1053,燕山大学里仁学院,本科二批,274530,168670,164407,165288,162718,162718,162718
1054,扬州大学,本科一批,42114,78357,31945,31384,29156,29719,27645
1055,扬州大学广陵学院,本科二批,195410,197169,200217,193026,191494,193341,193341
1056,阳光学院,本科二批,277505,263849,266754,244748,243098,243098,243098
1057,仰恩大学,本科二批,260851,260851,260851,260851,260851,260851,260851
1058,伊犁师范大学,本科二批,203404,200016,208112,187538,184879,163055,163055
1059,宜宾学院,本科二批,156390,158828,162953,157199,140090,142305,142305
1060,宜春学院,本科二批,189083,141799,117785,138568,109551,112969,112969
1061,银川能源学院,本科二批,276009,256652,251170,236337,236337,236337,236337
1062,营口理工学院,本科二批,290800,154550,159888,150408,142717,144846,144846
1063,右江民族医学院,本科二批,229192,101503,113728,184787,85142,89200,77740
1064,榆林学院,本科二批,203404,172921,178112,173642,154750,150006,150006
1065,玉林师范学院,本科二批,189083,200016,200016,200016,200016,200016,200016
1066,玉溪师范学院,本科二批,162483,153171,158333,158555,154750,157809,157809
1067,豫章师范学院,本科二批,176475,177201,184336,179170,179170,179170,179170
1068,云南财经大学,本科二批,137053,105494,100680,105524,86229,69854,63075
1069,云南大学,本科一批,26645,25751,25153,30752,24410,24758,25115
1070,云南大学滇池学院,本科二批,273082,224244,232966,239549,201626,207954,207954
1071,云南经济管理学院,本科二批,276009,247757,249416,249880,231585,231585,231585
1072,云南警官学院,本科二批,118136,120651,115107,116652,120745,110437,110437
1073,云南民族大学,本科二批,286455,109540,113728,117903,98741,100834,100834
1074,云南农业大学,本科二批,165585,117811,119172,112929,109551,115431,115431
1075,云南师范大学,本科二批,105431,93476,96807,97168,88395,90348,90348
1076,云南师范大学商学院,本科二批,286455,241022,238977,215061,191494,191494,191494
1077,云南艺术学院,本科二批,229192,156834,238242,88395,88395,88395,88395
1078,云南艺术学院文华学院,本科二批,251493,255937,262381,266423,266423,266423,266423
1079,云南中医药大学,本科二批,119572,108151,109722,114177,91807,93741,85077
1080,运城学院,本科二批,229192,158828,161404,163888,154750,153953,153953
1081,枣庄学院,本科二批,192193,175789,179660,206814,147954,144846,144846
1082,张家口学院,本科二批,162483,151757,165929,188928,121994,120398,120398
1083,长安大学,本科一批,23896,25751,25787,20067,18740,16498,16357
1084,长春财经学院,本科二批,293683,218640,225127,226120,220481,220481,220481
1085,长春大学,本科二批,135597,110870,109722,109212,95249,90348,79003
1086,长春大学旅游学院,本科二批,295123,259953,265263,246011,241986,241986,241986
1087,长春电子科技学院,本科二批,297990,235408,240565,236908,229133,229133,229133
1088,长春工程学院,本科二批,189083,131782,146428,128060,121994,147444,147444
1089,长春工业大学,本科二批,142881,106820,105793,107979,97599,98426,74303
1090,长春工业大学人文信息学院,本科二批,282125,234014,235936,239549,234011,234011,234011
1091,长春光华学院,本科二批,287920,225637,235936,231510,235169,235169,235169
1092,长春建筑学院,本科二批,297990,254580,239549,238587,238587,238587,238587
1093,长春科技学院,本科二批,297990,249117,252264,246011,231585,231585,231585
1094,长春理工大学,本科一批,48861,43222,48470,41539,36597,36750,38616
1095,长春人文学院,本科二批,293683,217220,217384,216449,215567,215567,215567
1096,长春师范大学,本科二批,156390,123435,127545,122901,118247,121631,121631
1097,长春中医药大学,本科二批,148869,112391,111672,150662,91462,73170,73170
1098,长春中医药大学,本科一批,83173,63035,60165,70573,70573,70573,70573
1099,长江大学,本科一批,102673,54281,55105,52387,52986,55755,42781
1100,长江大学工程技术学院,本科二批,271535,269150,218977,215061,218091,218091,218091
1101,长江大学文理学院,本科二批,214734,222839,211300,199851,208011,208011,208011
1102,长江师范学院,本科二批,189083,124788,126087,119108,116990,125402,125402
1103,长沙理工大学,本科一批,41207,35994,34852,31384,30474,31811,31751
1104,长沙理工大学城南学院,本科二批,197054,192920,189057,179170,174435,174435,174435
1105,长沙师范学院,本科二批,134151,137488,149279,129271,129271,129271,129271
1106,长沙学院,本科二批,115307,112214,117785,155853,91807,90348,85077
1107,长沙医学院,本科二批,134151,133199,211300,130659,133484,166935,166935
1108,长治学院,本科二批,162483,165842,165929,163888,164009,153953,153953
1109,长治医学院,本科二批,94763,98716,99361,110417,127030,78012,68584
1110,昭通学院,本科二批,200256,175789,181267,194502,194502,194502,194502
1111,肇庆学院,本科二批,289382,133199,137646,137269,127030,144846,144846
1112,浙大城市学院,本科一批,63644,59698,62311,69535,69535,69535,69535
1113,浙大宁波理工学院,本科一批,70771,71135,74158,88287,88287,88287,88287
1114,浙江财经大学,本科一批,36819,34290,37938,38484,42570,42570,42570
1115,浙江财经大学东方学院,本科二批,237132,220020,218977,215061,199075,199075,199075
1116,浙江传媒学院,本科二批,98686,93476,90542,81781,83016,72807,68584
1117,浙江大学,本科一批,383,556,496,431,526,486,530
1118,浙江工商大学,本科一批,39420,38611,29151,30752,25007,27217,31751
1119,浙江工商大学杭州商学院,本科二批,208283,284340,179660,162553,167915,167915,167915
1120,浙江工业大学,本科一批,29573,33477,27764,24015,23848,25354,25115
1121,浙江工业大学之江学院,本科二批,222771,218640,222067,224743,199075,199075,199075
1122,浙江海洋大学,本科二批,123956,98716,94355,92631,84084,78012,82619
1123,浙江科技学院,本科一批,66016,66467,66467,66467,66467,66467,66467
1124,浙江理工大学,本科一批,37676,32658,29151,27642,26681,27849,27645
1125,浙江理工大学科技与艺术学院,本科二批,237132,239641,246460,262622,199075,199075,199075
1126,浙江农林大学,本科一批,59195,61893,81012,81012,81012,81012,81012
1127,浙江农林大学暨阳学院,本科二批,253042,251828,253798,257477,220481,220481,220481
1128,浙江师范大学,本科一批,47907,106820,36336,37053,41026,39011,39373
1129,浙江师范大学行知学院,本科二批,232325,232685,237441,262622,195300,195300,195300
1130,浙江树人学院,本科二批,246717,255937,279199,228766,218091,218091,218091
1131,浙江水利水电学院,本科二批,119572,110870,111061,115409,96438,91462,91462
1132,浙江外国语学院,本科二批,106846,93476,93105,78689,97599,53976,63075
1133,浙江万里学院,本科二批,185975,187213,197053,205421,206754,206754,206754
1134,浙江越秀外国语学院,本科二批,265432,269150,255219,266423,209343,209343,209343
1135,浙江中医药大学,本科一批,67119,49113,50338,53254,55546,55546,55546
1136,浙江中医药大学滨江学院,本科二批,203404,174394,164407,183409,173111,173111,173111
1137,郑州财经学院,本科二批,216337,231205,240565,232837,216850,216850,216850
1138,郑州大学,本科一批,23896,24312,24522,23432,22210,23072,22155
1139,郑州工程技术学院,本科二批,173219,170132,171994,169476,162718,163055,163055
1140,郑州工商学院,本科二批,254608,249117,255219,261356,227874,227874,227874
1141,郑州工业应用技术学院,本科二批,297990,228392,231433,222040,214356,214356,214356
1142,郑州航空工业管理学院,本科二批,154848,163015,113728,107979,103612,100834,100834
1143,郑州航空工业管理学院,本科一批,106846,104116,104489,91562,74478,70854,70854
